,number,value,datetime_start,datetime_complete,duration,params_activation,params_dropout,params_layers,params_shrink,state
662,662,0.43967491388320923,2026-03-14 01:08:34.154458,2026-03-14 01:08:47.887842,0 days 00:00:13.733384,tanh,0.35000000000000003,3,0.65,COMPLETE
663,663,0.45352813601493835,2026-03-14 01:08:48.053879,2026-03-14 01:09:01.580275,0 days 00:00:13.526396,tanh,0.0,3,0.6,COMPLETE
664,664,0.5226254463195801,2026-03-14 01:09:01.758306,2026-03-14 01:09:15.340329,0 days 00:00:13.582023,relu,0.0,3,0.65,COMPLETE
665,665,0.4386902451515198,2026-03-14 01:09:15.527353,2026-03-14 01:09:29.189769,0 days 00:00:13.662416,tanh,0.0,3,0.7,COMPLETE
666,666,0.44658464193344116,2026-03-14 01:09:29.378799,2026-03-14 01:09:42.602482,0 days 00:00:13.223683,tanh,0.0,3,0.65,COMPLETE
667,667,0.4955800771713257,2026-03-14 01:09:42.759651,2026-03-14 01:09:56.030386,0 days 00:00:13.270735,tanh,0.0,2,0.55,COMPLETE
668,668,0.45007964968681335,2026-03-14 01:09:56.205558,2026-03-14 01:10:09.957124,0 days 00:00:13.751566,tanh,0.05,3,0.65,COMPLETE
669,669,0.44541698694229126,2026-03-14 01:10:10.219619,2026-03-14 01:10:23.689917,0 days 00:00:13.470298,tanh,0.0,3,0.6,COMPLETE
670,670,0.4772649109363556,2026-03-14 01:10:23.857015,2026-03-14 01:10:37.588513,0 days 00:00:13.731498,tanh,0.0,3,0.55,COMPLETE
671,671,0.47137513756752014,2026-03-14 01:10:37.763256,2026-03-14 01:10:51.245482,0 days 00:00:13.482226,tanh,0.0,3,0.65,COMPLETE
672,672,0.4461182951927185,2026-03-14 01:10:51.419545,2026-03-14 01:11:05.055327,0 days 00:00:13.635782,tanh,0.0,3,0.7,COMPLETE
673,673,0.6416835784912109,2026-03-14 01:11:05.234964,2026-03-14 01:11:18.856244,0 days 00:00:13.621280,sigmoid,0.0,3,0.65,COMPLETE
674,674,0.457427442073822,2026-03-14 01:11:19.017276,2026-03-14 01:11:32.710605,0 days 00:00:13.693329,tanh,0.0,3,0.6,COMPLETE
675,675,0.44559866189956665,2026-03-14 01:11:32.989111,2026-03-14 01:11:46.903607,0 days 00:00:13.914496,tanh,0.05,3,0.65,COMPLETE
676,676,0.49564582109451294,2026-03-14 01:11:47.064635,2026-03-14 01:12:00.676957,0 days 00:00:13.612322,tanh,0.0,3,0.7,COMPLETE
677,677,0.4582935869693756,2026-03-14 01:12:00.849918,2026-03-14 01:12:14.488608,0 days 00:00:13.638690,tanh,0.0,3,0.65,COMPLETE
678,678,0.49187779426574707,2026-03-14 01:12:14.673839,2026-03-14 01:12:27.971516,0 days 00:00:13.297677,tanh,0.0,3,0.65,COMPLETE
679,679,0.46211376786231995,2026-03-14 01:12:28.131055,2026-03-14 01:12:41.585980,0 days 00:00:13.454925,tanh,0.0,3,0.55,COMPLETE
680,680,0.6430858969688416,2026-03-14 01:12:41.733383,2026-03-14 01:12:55.859544,0 days 00:00:14.126161,tanh,0.0,8,0.6,COMPLETE
681,681,0.43734002113342285,2026-03-14 01:12:56.038654,2026-03-14 01:13:09.417796,0 days 00:00:13.379142,tanh,0.0,3,0.75,COMPLETE
682,682,0.45513394474983215,2026-03-14 01:13:09.566831,2026-03-14 01:13:22.861839,0 days 00:00:13.295008,tanh,0.0,3,0.8500000000000001,COMPLETE
683,683,0.5261968970298767,2026-03-14 01:13:23.043354,2026-03-14 01:13:36.589665,0 days 00:00:13.546311,tanh,0.05,3,0.65,COMPLETE
684,684,0.48105064034461975,2026-03-14 01:13:36.764227,2026-03-14 01:13:50.293099,0 days 00:00:13.528872,tanh,0.0,3,0.6,COMPLETE
685,685,0.4742777645587921,2026-03-14 01:13:50.459620,2026-03-14 01:14:03.919117,0 days 00:00:13.459497,tanh,0.0,3,0.65,COMPLETE
686,686,0.41800326108932495,2026-03-14 01:14:04.098665,2026-03-14 01:14:17.689963,0 days 00:00:13.591298,tanh,0.0,3,0.65,COMPLETE
687,687,0.5066115260124207,2026-03-14 01:14:17.874967,2026-03-14 01:14:31.394499,0 days 00:00:13.519532,relu,0.0,3,0.65,COMPLETE
688,688,0.4703359603881836,2026-03-14 01:14:31.575029,2026-03-14 01:14:45.227523,0 days 00:00:13.652494,tanh,0.0,3,0.65,COMPLETE
689,689,0.4813085198402405,2026-03-14 01:14:45.408063,2026-03-14 01:14:59.018273,0 days 00:00:13.610210,tanh,0.0,2,0.65,COMPLETE
690,690,0.51075679063797,2026-03-14 01:14:59.192897,2026-03-14 01:15:12.625705,0 days 00:00:13.432808,tanh,0.0,3,0.65,COMPLETE
691,691,0.46732428669929504,2026-03-14 01:15:12.796715,2026-03-14 01:15:26.362477,0 days 00:00:13.565762,tanh,0.0,3,0.7,COMPLETE
692,692,0.43112912774086,2026-03-14 01:15:26.545412,2026-03-14 01:15:40.100105,0 days 00:00:13.554693,tanh,0.0,3,0.65,COMPLETE
693,693,0.4486810564994812,2026-03-14 01:15:40.251199,2026-03-14 01:15:53.883923,0 days 00:00:13.632724,tanh,0.0,3,0.65,COMPLETE
694,694,0.442404568195343,2026-03-14 01:15:54.027448,2026-03-14 01:16:07.619058,0 days 00:00:13.591610,tanh,0.05,3,0.65,COMPLETE
695,695,0.647471010684967,2026-03-14 01:16:07.794082,2026-03-14 01:16:21.295694,0 days 00:00:13.501612,sigmoid,0.0,3,0.65,COMPLETE
696,696,0.44956350326538086,2026-03-14 01:16:21.469747,2026-03-14 01:16:34.859928,0 days 00:00:13.390181,tanh,0.0,3,0.65,COMPLETE
697,697,0.5146137475967407,2026-03-14 01:16:35.033444,2026-03-14 01:16:48.630137,0 days 00:00:13.596693,tanh,0.0,3,0.65,COMPLETE
698,698,0.45836207270622253,2026-03-14 01:16:48.809997,2026-03-14 01:17:02.661230,0 days 00:00:13.851233,tanh,0.25,3,0.7,COMPLETE
699,699,0.5036128759384155,2026-03-14 01:17:02.832687,2026-03-14 01:17:16.383646,0 days 00:00:13.550959,tanh,0.0,3,0.65,COMPLETE
700,700,0.427142471075058,2026-03-14 01:17:16.564705,2026-03-14 01:17:30.149617,0 days 00:00:13.584912,tanh,0.0,3,0.6,COMPLETE
701,701,0.48482397198677063,2026-03-14 01:17:30.345283,2026-03-14 01:17:43.854987,0 days 00:00:13.509704,tanh,0.05,3,0.65,COMPLETE
702,702,0.49120062589645386,2026-03-14 01:17:44.057507,2026-03-14 01:17:57.497914,0 days 00:00:13.440407,tanh,0.0,3,0.65,COMPLETE
703,703,0.46032583713531494,2026-03-14 01:17:57.648463,2026-03-14 01:18:11.421430,0 days 00:00:13.772967,tanh,0.0,3,0.65,COMPLETE
704,704,0.4843156337738037,2026-03-14 01:18:11.590960,2026-03-14 01:18:25.250075,0 days 00:00:13.659115,tanh,0.0,3,0.6,COMPLETE
705,705,0.48441046476364136,2026-03-14 01:18:25.525919,2026-03-14 01:18:39.125985,0 days 00:00:13.600066,tanh,0.0,3,0.7,COMPLETE
706,706,0.47652313113212585,2026-03-14 01:18:39.308155,2026-03-14 01:18:52.909624,0 days 00:00:13.601469,tanh,0.0,3,0.65,COMPLETE
707,707,0.4363199472427368,2026-03-14 01:18:53.087523,2026-03-14 01:19:06.609241,0 days 00:00:13.521718,tanh,0.0,3,0.65,COMPLETE
708,708,0.4724256694316864,2026-03-14 01:19:06.788265,2026-03-14 01:19:20.420939,0 days 00:00:13.632674,relu,0.05,3,0.65,COMPLETE
709,709,0.4271264970302582,2026-03-14 01:19:20.597981,2026-03-14 01:19:34.059806,0 days 00:00:13.461825,tanh,0.0,3,0.6,COMPLETE
710,710,0.5175098180770874,2026-03-14 01:19:34.241875,2026-03-14 01:19:47.797454,0 days 00:00:13.555579,tanh,0.0,3,0.65,COMPLETE
711,711,0.4689851999282837,2026-03-14 01:19:47.945968,2026-03-14 01:20:01.759613,0 days 00:00:13.813645,tanh,0.15000000000000002,3,0.7,COMPLETE
712,712,0.4950198531150818,2026-03-14 01:20:01.940433,2026-03-14 01:20:15.516572,0 days 00:00:13.576139,tanh,0.0,2,0.65,COMPLETE
713,713,0.43224725127220154,2026-03-14 01:20:15.700101,2026-03-14 01:20:28.842005,0 days 00:00:13.141904,tanh,0.0,3,0.6,COMPLETE
714,714,0.5490111112594604,2026-03-14 01:20:29.013043,2026-03-14 01:20:42.565698,0 days 00:00:13.552655,tanh,0.0,3,0.65,COMPLETE
715,715,0.4610579013824463,2026-03-14 01:20:42.723602,2026-03-14 01:20:56.250579,0 days 00:00:13.526977,tanh,0.0,3,0.75,COMPLETE
716,716,0.4958634376525879,2026-03-14 01:20:56.417330,2026-03-14 01:21:10.131350,0 days 00:00:13.714020,tanh,0.05,3,0.6,COMPLETE
717,717,0.6437695622444153,2026-03-14 01:21:10.631386,2026-03-14 01:21:24.198783,0 days 00:00:13.567397,sigmoid,0.0,3,0.65,COMPLETE
718,718,0.47025948762893677,2026-03-14 01:21:24.372224,2026-03-14 01:21:38.041530,0 days 00:00:13.669306,tanh,0.0,3,0.7,COMPLETE
719,719,0.4458092749118805,2026-03-14 01:21:38.211324,2026-03-14 01:21:51.798068,0 days 00:00:13.586744,tanh,0.0,3,0.65,COMPLETE
720,720,0.45751768350601196,2026-03-14 01:21:51.973107,2026-03-14 01:22:05.416826,0 days 00:00:13.443719,tanh,0.0,3,0.65,COMPLETE
721,721,0.43839433789253235,2026-03-14 01:22:05.607855,2026-03-14 01:22:19.142744,0 days 00:00:13.534889,tanh,0.0,3,0.65,COMPLETE
722,722,0.5022194385528564,2026-03-14 01:22:19.385101,2026-03-14 01:22:32.741076,0 days 00:00:13.355975,tanh,0.0,3,0.6,COMPLETE
723,723,0.43323129415512085,2026-03-14 01:22:32.939535,2026-03-14 01:22:46.412641,0 days 00:00:13.473106,tanh,0.0,3,0.65,COMPLETE
724,724,0.45671942830085754,2026-03-14 01:22:46.591874,2026-03-14 01:22:59.929621,0 days 00:00:13.337747,tanh,0.0,3,0.6,COMPLETE
725,725,0.468483030796051,2026-03-14 01:23:00.120655,2026-03-14 01:23:13.698558,0 days 00:00:13.577903,tanh,0.05,3,0.65,COMPLETE
726,726,0.46968427300453186,2026-03-14 01:23:13.892886,2026-03-14 01:23:27.588672,0 days 00:00:13.695786,tanh,0.0,3,0.65,COMPLETE
727,727,0.46218252182006836,2026-03-14 01:23:27.748705,2026-03-14 01:23:41.207143,0 days 00:00:13.458438,tanh,0.0,3,0.65,COMPLETE
728,728,0.4759483337402344,2026-03-14 01:23:41.391138,2026-03-14 01:23:54.941355,0 days 00:00:13.550217,tanh,0.0,3,0.75,COMPLETE
729,729,0.4349449574947357,2026-03-14 01:23:55.103868,2026-03-14 01:24:08.654890,0 days 00:00:13.551022,tanh,0.0,3,0.6,COMPLETE
730,730,0.50812828540802,2026-03-14 01:24:08.838412,2026-03-14 01:24:22.803471,0 days 00:00:13.965059,relu,0.0,3,0.7,COMPLETE
731,731,0.4606451094150543,2026-03-14 01:24:22.982504,2026-03-14 01:24:36.673451,0 days 00:00:13.690947,tanh,0.05,3,0.65,COMPLETE
732,732,0.46999162435531616,2026-03-14 01:24:36.847982,2026-03-14 01:24:50.175581,0 days 00:00:13.327599,tanh,0.0,2,0.65,COMPLETE
733,733,0.4471016526222229,2026-03-14 01:24:50.361118,2026-03-14 01:25:04.005485,0 days 00:00:13.644367,tanh,0.0,3,0.65,COMPLETE
734,734,0.5025488138198853,2026-03-14 01:25:04.193093,2026-03-14 01:25:17.632454,0 days 00:00:13.439361,tanh,0.0,3,0.9,COMPLETE
735,735,0.4205224812030792,2026-03-14 01:25:17.805487,2026-03-14 01:25:31.504577,0 days 00:00:13.699090,tanh,0.0,3,0.6,COMPLETE
736,736,0.45792049169540405,2026-03-14 01:25:31.666102,2026-03-14 01:25:45.030401,0 days 00:00:13.364299,tanh,0.0,3,0.6,COMPLETE
737,737,0.4699931740760803,2026-03-14 01:25:45.228492,2026-03-14 01:25:58.440327,0 days 00:00:13.211835,tanh,0.0,3,0.6,COMPLETE
738,738,0.4384597837924957,2026-03-14 01:25:58.602433,2026-03-14 01:26:12.262898,0 days 00:00:13.660465,tanh,0.0,3,0.6,COMPLETE
739,739,0.6440923810005188,2026-03-14 01:26:12.427481,2026-03-14 01:26:26.250448,0 days 00:00:13.822967,sigmoid,0.05,3,0.6,COMPLETE
740,740,0.41463470458984375,2026-03-14 01:26:26.425906,2026-03-14 01:26:40.162312,0 days 00:00:13.736406,tanh,0.0,3,0.6,COMPLETE
741,741,0.4209171533584595,2026-03-14 01:26:40.331260,2026-03-14 01:26:53.852452,0 days 00:00:13.521192,tanh,0.0,3,0.6,COMPLETE
742,742,0.4975370168685913,2026-03-14 01:26:54.036964,2026-03-14 01:27:07.644023,0 days 00:00:13.607059,tanh,0.0,3,0.6,COMPLETE
743,743,0.5553115606307983,2026-03-14 01:27:07.821049,2026-03-14 01:27:21.559862,0 days 00:00:13.738813,tanh,0.0,3,0.6,COMPLETE
744,744,0.4524482786655426,2026-03-14 01:27:21.746382,2026-03-14 01:27:35.356417,0 days 00:00:13.610035,tanh,0.0,3,0.6,COMPLETE
745,745,0.5062683820724487,2026-03-14 01:27:35.532031,2026-03-14 01:27:49.488253,0 days 00:00:13.956222,tanh,0.2,3,0.6,COMPLETE
746,746,0.47467854619026184,2026-03-14 01:27:49.673133,2026-03-14 01:28:03.434055,0 days 00:00:13.760922,tanh,0.35000000000000003,3,0.6,COMPLETE
747,747,0.43176499009132385,2026-03-14 01:28:03.607081,2026-03-14 01:28:17.371697,0 days 00:00:13.764616,tanh,0.0,3,0.6,COMPLETE
748,748,0.45185062289237976,2026-03-14 01:28:17.552728,2026-03-14 01:28:31.064357,0 days 00:00:13.511629,tanh,0.0,3,0.6,COMPLETE
749,749,0.4605981409549713,2026-03-14 01:28:31.251451,2026-03-14 01:28:44.593277,0 days 00:00:13.341826,tanh,0.0,3,0.6,COMPLETE
750,750,0.468636155128479,2026-03-14 01:28:44.778302,2026-03-14 01:28:58.178079,0 days 00:00:13.399777,tanh,0.0,3,0.6,COMPLETE
751,751,0.4485177993774414,2026-03-14 01:28:58.335109,2026-03-14 01:29:11.715492,0 days 00:00:13.380383,tanh,0.0,3,0.6,COMPLETE
752,752,0.47115573287010193,2026-03-14 01:29:11.906050,2026-03-14 01:29:25.637857,0 days 00:00:13.731807,tanh,0.05,3,0.6,COMPLETE
753,753,0.45167824625968933,2026-03-14 01:29:25.789891,2026-03-14 01:29:39.377229,0 days 00:00:13.587338,tanh,0.0,3,0.6,COMPLETE
754,754,0.4397129714488983,2026-03-14 01:29:39.564256,2026-03-14 01:29:53.131692,0 days 00:00:13.567436,tanh,0.0,3,0.6,COMPLETE
755,755,0.4705106019973755,2026-03-14 01:29:53.303809,2026-03-14 01:30:06.762744,0 days 00:00:13.458935,tanh,0.0,3,0.6,COMPLETE
756,756,0.5373384952545166,2026-03-14 01:30:06.943264,2026-03-14 01:30:20.583724,0 days 00:00:13.640460,relu,0.0,3,0.6,COMPLETE
757,757,0.46404796838760376,2026-03-14 01:30:20.763763,2026-03-14 01:30:34.319796,0 days 00:00:13.556033,tanh,0.0,3,0.6,COMPLETE
758,758,0.45908042788505554,2026-03-14 01:30:34.514988,2026-03-14 01:30:48.341875,0 days 00:00:13.826887,tanh,0.0,3,0.6,COMPLETE
759,759,0.4677121341228485,2026-03-14 01:30:48.525908,2026-03-14 01:31:02.135276,0 days 00:00:13.609368,tanh,0.0,3,0.6,COMPLETE
760,760,0.5056713819503784,2026-03-14 01:31:02.319815,2026-03-14 01:31:15.959260,0 days 00:00:13.639445,tanh,0.0,3,0.6,COMPLETE
761,761,0.4795967936515808,2026-03-14 01:31:16.131285,2026-03-14 01:31:29.447310,0 days 00:00:13.316025,tanh,0.05,2,0.6,COMPLETE
762,762,0.642791211605072,2026-03-14 01:31:29.631351,2026-03-14 01:31:43.253711,0 days 00:00:13.622360,sigmoid,0.0,3,0.6,COMPLETE
763,763,0.48185792565345764,2026-03-14 01:31:43.420746,2026-03-14 01:31:57.107374,0 days 00:00:13.686628,tanh,0.0,3,0.8,COMPLETE
764,764,0.4911498427391052,2026-03-14 01:31:57.309846,2026-03-14 01:32:10.784554,0 days 00:00:13.474708,tanh,0.0,3,0.6,COMPLETE
765,765,0.45880040526390076,2026-03-14 01:32:10.953582,2026-03-14 01:32:24.612171,0 days 00:00:13.658589,tanh,0.0,3,0.6,COMPLETE
766,766,0.48524484038352966,2026-03-14 01:32:24.774710,2026-03-14 01:32:38.305755,0 days 00:00:13.531045,tanh,0.0,3,0.6,COMPLETE
767,767,0.4831644892692566,2026-03-14 01:32:38.491458,2026-03-14 01:32:52.256063,0 days 00:00:13.764605,tanh,0.05,3,0.6,COMPLETE
768,768,0.46884477138519287,2026-03-14 01:32:52.406576,2026-03-14 01:33:06.193611,0 days 00:00:13.787035,tanh,0.0,3,0.75,COMPLETE
769,769,0.469197541475296,2026-03-14 01:33:06.367651,2026-03-14 01:33:19.873794,0 days 00:00:13.506143,tanh,0.0,3,0.6,COMPLETE
770,770,0.4728105068206787,2026-03-14 01:33:20.029309,2026-03-14 01:33:33.537360,0 days 00:00:13.508051,tanh,0.0,3,0.6,COMPLETE
771,771,0.49810487031936646,2026-03-14 01:33:33.673886,2026-03-14 01:33:47.490964,0 days 00:00:13.817078,tanh,0.0,3,0.6,COMPLETE
772,772,0.45032021403312683,2026-03-14 01:33:47.637443,2026-03-14 01:34:01.496780,0 days 00:00:13.859337,tanh,0.0,3,0.7,COMPLETE
773,773,0.4518809914588928,2026-03-14 01:34:01.652302,2026-03-14 01:34:15.419625,0 days 00:00:13.767323,tanh,0.5,3,0.6,COMPLETE
774,774,0.43982210755348206,2026-03-14 01:34:15.585145,2026-03-14 01:34:28.987083,0 days 00:00:13.401938,tanh,0.0,3,0.6,COMPLETE
775,775,0.527367115020752,2026-03-14 01:34:29.115118,2026-03-14 01:34:42.981480,0 days 00:00:13.866362,relu,0.05,3,0.7,COMPLETE
776,776,0.4678198993206024,2026-03-14 01:34:43.138507,2026-03-14 01:34:56.651554,0 days 00:00:13.513047,tanh,0.0,3,0.6,COMPLETE
777,777,0.6431446671485901,2026-03-14 01:34:56.781071,2026-03-14 01:35:11.392445,0 days 00:00:14.611374,tanh,0.0,8,0.6,COMPLETE
778,778,0.4589892625808716,2026-03-14 01:35:11.545965,2026-03-14 01:35:25.176137,0 days 00:00:13.630172,tanh,0.30000000000000004,3,0.65,COMPLETE
779,779,0.42345136404037476,2026-03-14 01:35:25.302676,2026-03-14 01:35:38.978190,0 days 00:00:13.675514,tanh,0.0,3,0.6,COMPLETE
780,780,0.4730913043022156,2026-03-14 01:35:39.126709,2026-03-14 01:35:52.647749,0 days 00:00:13.521040,tanh,0.0,3,0.7,COMPLETE
781,781,0.44314059615135193,2026-03-14 01:35:52.814282,2026-03-14 01:36:06.561367,0 days 00:00:13.747085,tanh,0.0,3,0.8,COMPLETE
782,782,0.4583335816860199,2026-03-14 01:36:06.722934,2026-03-14 01:36:20.262500,0 days 00:00:13.539566,tanh,0.0,3,0.6,COMPLETE
783,783,0.4748063087463379,2026-03-14 01:36:20.425531,2026-03-14 01:36:34.396592,0 days 00:00:13.971061,tanh,0.05,3,0.8500000000000001,COMPLETE
784,784,0.6435075402259827,2026-03-14 01:36:34.549731,2026-03-14 01:36:48.007224,0 days 00:00:13.457493,sigmoid,0.0,2,0.65,COMPLETE
785,785,0.4804098606109619,2026-03-14 01:36:48.161873,2026-03-14 01:37:01.729114,0 days 00:00:13.567241,tanh,0.0,3,0.65,COMPLETE
786,786,0.48643776774406433,2026-03-14 01:37:01.865643,2026-03-14 01:37:15.624153,0 days 00:00:13.758510,tanh,0.0,3,0.6,COMPLETE
787,787,0.449302077293396,2026-03-14 01:37:15.756180,2026-03-14 01:37:29.105313,0 days 00:00:13.349133,tanh,0.0,3,0.65,COMPLETE
788,788,0.4296799302101135,2026-03-14 01:37:29.257428,2026-03-14 01:37:42.676181,0 days 00:00:13.418753,tanh,0.0,3,0.65,COMPLETE
789,789,0.431885302066803,2026-03-14 01:37:42.800695,2026-03-14 01:37:56.202722,0 days 00:00:13.402027,tanh,0.0,3,0.75,COMPLETE
790,790,0.4692167341709137,2026-03-14 01:37:56.358761,2026-03-14 01:38:09.898573,0 days 00:00:13.539812,tanh,0.0,3,0.6,COMPLETE
791,791,0.4270489811897278,2026-03-14 01:38:10.057113,2026-03-14 01:38:23.598569,0 days 00:00:13.541456,tanh,0.0,3,0.7,COMPLETE
792,792,0.4573076665401459,2026-03-14 01:38:23.768592,2026-03-14 01:38:37.425457,0 days 00:00:13.656865,tanh,0.05,3,0.65,COMPLETE
793,793,0.48397037386894226,2026-03-14 01:38:37.586501,2026-03-14 01:38:50.904334,0 days 00:00:13.317833,tanh,0.0,3,1.0,COMPLETE
794,794,0.4397646188735962,2026-03-14 01:38:51.057854,2026-03-14 01:39:04.667822,0 days 00:00:13.609968,tanh,0.0,3,0.65,COMPLETE
795,795,0.4977215826511383,2026-03-14 01:39:04.825844,2026-03-14 01:39:18.645781,0 days 00:00:13.819937,tanh,0.1,3,0.65,COMPLETE
796,796,0.44292956590652466,2026-03-14 01:39:18.798680,2026-03-14 01:39:32.391547,0 days 00:00:13.592867,tanh,0.0,3,0.6,COMPLETE
797,797,0.49117374420166016,2026-03-14 01:39:32.551095,2026-03-14 01:39:46.219405,0 days 00:00:13.668310,tanh,0.05,3,0.65,COMPLETE
798,798,0.442828506231308,2026-03-14 01:39:46.387103,2026-03-14 01:39:59.722636,0 days 00:00:13.335533,tanh,0.0,3,0.6,COMPLETE
799,799,0.4693900942802429,2026-03-14 01:39:59.854161,2026-03-14 01:40:13.539214,0 days 00:00:13.685053,tanh,0.0,2,0.65,COMPLETE
800,800,0.5101906657218933,2026-03-14 01:40:13.675730,2026-03-14 01:40:27.134200,0 days 00:00:13.458470,relu,0.0,3,0.7,COMPLETE
801,801,0.46663177013397217,2026-03-14 01:40:27.285316,2026-03-14 01:40:40.767605,0 days 00:00:13.482289,tanh,0.0,3,0.65,COMPLETE
802,802,0.5059582591056824,2026-03-14 01:40:40.895131,2026-03-14 01:40:54.481546,0 days 00:00:13.586415,tanh,0.0,3,0.75,COMPLETE
803,803,0.42846474051475525,2026-03-14 01:40:54.619079,2026-03-14 01:41:08.133065,0 days 00:00:13.513986,tanh,0.0,3,0.6,COMPLETE
804,804,0.47363919019699097,2026-03-14 01:41:08.267195,2026-03-14 01:41:21.491072,0 days 00:00:13.223877,tanh,0.0,3,0.65,COMPLETE
805,805,0.4680272340774536,2026-03-14 01:41:21.618586,2026-03-14 01:41:35.217273,0 days 00:00:13.598687,tanh,0.05,3,0.65,COMPLETE
806,806,0.6431149840354919,2026-03-14 01:41:35.374792,2026-03-14 01:41:48.715264,0 days 00:00:13.340472,sigmoid,0.0,3,0.6,COMPLETE
807,807,0.4745748043060303,2026-03-14 01:41:48.866783,2026-03-14 01:42:02.358964,0 days 00:00:13.492181,tanh,0.0,3,0.7,COMPLETE
808,808,0.4470090866088867,2026-03-14 01:42:02.510563,2026-03-14 01:42:16.283687,0 days 00:00:13.773124,tanh,0.45,3,0.65,COMPLETE
809,809,0.43318113684654236,2026-03-14 01:42:16.420203,2026-03-14 01:42:30.113004,0 days 00:00:13.692801,tanh,0.0,5,0.6,COMPLETE
810,810,0.45376941561698914,2026-03-14 01:42:30.242619,2026-03-14 01:42:43.680366,0 days 00:00:13.437747,tanh,0.0,3,0.65,COMPLETE
811,811,0.6435136795043945,2026-03-14 01:42:43.832414,2026-03-14 01:42:57.830386,0 days 00:00:13.997972,tanh,0.0,7,0.6,COMPLETE
812,812,0.467231810092926,2026-03-14 01:42:57.962896,2026-03-14 01:43:11.773459,0 days 00:00:13.810563,tanh,0.4,3,0.65,COMPLETE
813,813,0.4829545021057129,2026-03-14 01:43:11.963155,2026-03-14 01:43:25.441716,0 days 00:00:13.478561,tanh,0.0,3,0.7,COMPLETE
814,814,0.46506667137145996,2026-03-14 01:43:25.577239,2026-03-14 01:43:38.930469,0 days 00:00:13.353230,tanh,0.0,3,0.65,COMPLETE
815,815,0.44720035791397095,2026-03-14 01:43:39.073994,2026-03-14 01:43:52.395401,0 days 00:00:13.321407,tanh,0.0,3,0.65,COMPLETE
816,816,0.5196585059165955,2026-03-14 01:43:52.525402,2026-03-14 01:44:06.071677,0 days 00:00:13.546275,tanh,0.05,3,0.6,COMPLETE
817,817,0.45723432302474976,2026-03-14 01:44:06.245520,2026-03-14 01:44:19.954469,0 days 00:00:13.708949,tanh,0.0,3,0.95,COMPLETE
818,818,0.4648170471191406,2026-03-14 01:44:20.085075,2026-03-14 01:44:33.779924,0 days 00:00:13.694849,tanh,0.15000000000000002,3,0.6,COMPLETE
819,819,0.4561742842197418,2026-03-14 01:44:33.914453,2026-03-14 01:44:47.406471,0 days 00:00:13.492018,relu,0.0,3,0.65,COMPLETE
820,820,0.4309728741645813,2026-03-14 01:44:47.520995,2026-03-14 01:45:01.072872,0 days 00:00:13.551877,tanh,0.0,3,0.65,COMPLETE
821,821,0.4516325891017914,2026-03-14 01:45:01.223429,2026-03-14 01:45:14.703803,0 days 00:00:13.480374,tanh,0.0,3,0.8,COMPLETE
822,822,0.4310375452041626,2026-03-14 01:45:14.834325,2026-03-14 01:45:28.519056,0 days 00:00:13.684731,tanh,0.05,3,0.65,COMPLETE
823,823,0.501359224319458,2026-03-14 01:45:28.650108,2026-03-14 01:45:42.055276,0 days 00:00:13.405168,tanh,0.0,2,0.6,COMPLETE
824,824,0.47853025794029236,2026-03-14 01:45:42.206827,2026-03-14 01:45:55.599702,0 days 00:00:13.392875,tanh,0.0,3,0.8500000000000001,COMPLETE
825,825,0.426556259393692,2026-03-14 01:45:55.736920,2026-03-14 01:46:09.454765,0 days 00:00:13.717845,tanh,0.0,3,0.7,COMPLETE
826,826,0.45214587450027466,2026-03-14 01:46:09.594292,2026-03-14 01:46:23.314860,0 days 00:00:13.720568,tanh,0.0,3,0.6,COMPLETE
827,827,0.42577284574508667,2026-03-14 01:46:23.445384,2026-03-14 01:46:36.994368,0 days 00:00:13.548984,tanh,0.0,3,0.65,COMPLETE
828,828,0.6471596956253052,2026-03-14 01:46:37.138211,2026-03-14 01:46:50.543891,0 days 00:00:13.405680,sigmoid,0.0,3,0.65,COMPLETE
829,829,0.46106594800949097,2026-03-14 01:46:50.690932,2026-03-14 01:47:04.288016,0 days 00:00:13.597084,tanh,0.0,3,0.6,COMPLETE
830,830,0.5676488280296326,2026-03-14 01:47:04.435174,2026-03-14 01:47:18.024847,0 days 00:00:13.589673,tanh,0.0,3,0.65,COMPLETE
